OBJECTID;Perimetro;Area;CantidadConstrucciones;Area_int;X_MAGNAMED;Y_MAGNAMED;CS_TF;EQ_TF;H_TF;PP_TF;PC_TF;PP_TF;TR_TF;UR_TF;ValorM2;ZP_TF;R_TF;C_AvaluoLote;C_AvaluoConstruccion;C_AvaluoTotal
152281;52.9156217;127.9862338;0;128;824676.0744;1176083.187;1;1;0;1;1;1;1;1;15651;1;1;10688000;40740000;51428000
152489;46.29447621;106.1005405;0;106;824685.6392;1176067.819;1;1;0;1;1;1;1;1;0;1;1;8860000;54149000;63009000
149926;33.45593303;66.62964859;0;67;824697.0613;1176048.733;1;1;0;1;1;1;1;1;0;1;0;15410000;28766000;44176000
152487;36.22357086;80.424379;0;80;824729.1051;1176019.35;1;1;0;1;1;1;1;1;15651;1;1;6717000;10639000;17356000
260349;61.6883906;131.6077438;0;132;824639.3092;1176121.062;1;1;0;1;1;1;1;1;15651;1;1;11373000;126715000;138088000
158116;53.07955121;107.3257357;0;107;824638.9754;1176130.171;1;1;0;1;1;1;1;1;15651;1;1;8962000;25162000;34124000
159400;29.64346266;49.67035592;0;50;824652.2658;1176074.264;1;1;0;1;1;1;1;1;15651;0;0;4148000;11881000;16029000
160198;28.50943915;46.69154532;0;47;824655.0778;1176078.584;1;1;0;1;1;1;1;1;15651;0;0;3899000;5747000;9646000
152672;37.8889355;17.38037718;0;17;824729.158;1176026.504;1;1;0;1;1;1;1;1;15651;1;1;1451000;0;1451000
159343;32.18898152;64.00162874;0;64;824712.4447;1176018.632;1;1;0;1;1;1;1;1;15651;0;1;5344000;23831000;29175000
153939;26.71472478;41.88535545;0;42;824717.884;1176022.579;1;1;0;1;1;1;1;1;15651;1;1;3498000;5400000;8898000
151924;21.10336518;23.10178878;0;23;824720.9095;1176025.396;1;1;0;1;1;1;1;1;0;1;1;595000;4304000;4899000
154169;33.7680706;59.82773192;0;60;824738.745;1176023.715;1;1;0;1;1;1;1;1;15651;1;1;2662000;10643000;13305000
154486;43.82243028;118.0088852;0;118;824607.0637;1176161.659;1;1;0;1;1;1;1;1;15651;0;1;9855000;16507000;26362000
149507;49.03181092;147.3438527;0;147;824614.069;1176154.351;1;1;0;1;1;1;1;1;15651;0;1;12303000;21214000;33517000
156090;49.17009057;114.946713;0;115;824620.329;1176147.532;1;1;0;1;1;1;1;1;15651;0;1;5168000;19169000;24337000
155125;48.85319187;115.2619406;0;115;824624.8535;1176143.087;1;1;0;1;1;1;1;1;15651;0;1;9625000;44531000;54156000
310133;48.94594521;116.5576029;0;117;824629.1645;1176138.312;1;1;0;1;1;1;1;1;15651;1;1;9729000;46731000;56460000
154380;51.29641686;115.3929806;0;115;824633.9006;1176134.304;1;1;0;1;1;1;1;1;15651;1;1;1653000;25329000;26982000
260348;43.50681869;94.81150992;0;95;824649.5904;1176124.317;1;1;0;1;1;1;1;1;0;1;1;12947000;61621000;74568000
260347;70.19017717;240.1596716;0;240;824652.066;1176114.712;1;1;0;1;1;1;1;1;15651;1;0;20042000;44311000;64353000
153385;61.25215345;176.2889888;0;176;824656.5289;1176106.837;1;1;0;1;1;1;1;1;0;1;0;14721000;26069000;40790000
259648;113.1454246;512.0111418;0;512;824652.9838;1176094.248;1;1;0;1;1;1;1;1;15651;0;0;42756000;32395000;75151000
154122;94.75862446;256.7849509;0;257;824662.4875;1176087.497;1;1;0;1;1;1;1;1;15651;0;0;21444000;101384000;122828000
151888;53.98478909;144.9049149;0;145;824680.8358;1176073.099;1;1;0;1;1;1;1;1;15651;1;0;12100000;54167000;66267000
152956;46.61158871;101.2842931;0;101;824690.3674;1176063.569;1;1;0;1;1;1;1;1;0;1;0;8455000;11208000;19663000
156887;32.58749531;57.77303056;0;58;824695.7474;1176061.249;1;1;0;1;1;1;1;1;0;1;1;2300000;11673000;13973000
149924;25.02084763;36.38186256;0;36;824691.3246;1176054.258;1;1;0;1;1;1;1;1;0;1;0;3037000;9400000;12437000
149922;40.2322384;101.5783163;0;102;824703.3662;1176054.991;1;1;0;1;1;1;1;1;0;1;1;8483000;12235000;20718000
149919;54.47723148;124.2044051;0;124;824705.0837;1176045.844;1;1;0;1;1;1;1;1;0;1;0;11769000;37905000;49674000
155554;62.34352208;102.3045122;0;102;824703.0332;1176037.338;1;1;0;1;1;1;1;1;15651;0;0;8544000;5706000;14250000
159431;33.73380282;63.38815339;0;63;824714.105;1176044.338;1;1;0;1;1;1;1;1;0;1;1;5293000;5208000;10501000
308916;68.59154466;170.8636421;0;171;824711.3132;1176035.451;1;1;1;1;1;1;1;1;15651;0;0;14270000;18959000;33229000
152488;74.8066613;212.062735;0;212;824715.5874;1176030.419;1;1;0;1;1;1;1;1;15651;0;1;9704000;20783000;30487000
157423;43.88048375;108.5601122;0;109;824727.7796;1176030.807;1;1;0;1;1;1;1;1;0;1;1;1354000;5875000;7229000
257381;33.88789387;61.05862773;0;61;824735.1238;1176027.217;1;1;0;1;1;1;1;1;0;1;1;2841000;14877000;17718000
153321;120.4083554;845.469622;0;845;824750.8902;1176006.167;1;1;0;1;1;1;1;1;15651;0;0;70601000;17224000;87825000
153308;42.18562523;110.1389388;0;110;824754.5417;1175983.847;1;1;0;1;1;1;1;1;0;0;0;9196000;12111000;21307000
294289;50.67249841;141.0312439;0;141;824774.1918;1175982.511;1;1;0;1;1;1;1;1;0;1;1;11777000;42223000;54000000
156380;41.59394068;21.01849897;0;21;824768.1182;1176012.527;1;1;0;1;1;1;1;1;0;1;1;1755000;0;1755000
156379;18.07408826;20.42497409;0;20;824763.2797;1175998.477;1;1;0;1;1;1;1;1;0;0;1;1705000;7328000;9033000
160281;20.51122323;26.1790862;0;26;824767.8205;1175997.082;1;1;0;1;1;1;1;1;0;1;1;2187000;10542000;12729000
158064;36.46305661;40.50975306;0;40;824772.3031;1176004.593;1;1;0;1;1;1;1;1;0;1;1;3385000;6206000;9591000
149274;45.69573344;125.94958;0;126;824796.0526;1175995.208;1;1;0;1;1;1;1;1;0;1;1;10517000;47274000;57791000
152539;42.91706767;111.9182307;0;112;824787.2844;1175998.593;1;1;0;1;1;1;1;1;0;1;1;9346000;22690000;32036000
151480;64.81935712;111.7970084;0;112;824781.8931;1175988.831;1;1;0;1;1;1;1;1;0;1;1;9336000;29594000;38930000
155539;65.1273805;213.5898683;0;214;824776.407;1175999.028;1;1;0;1;1;1;1;1;0;1;1;17835000;58828000;76663000
151456;42.44117122;82.47361432;0;82;824769.57;1176007.97;1;1;0;1;1;1;1;1;0;1;1;6888000;15030000;21918000
155930;25.15150822;34.13071373;0;34;824764.2357;1175993.504;1;1;0;1;1;1;1;1;0;1;1;2852000;8700000;11552000
153320;31.71716059;59.53233357;0;60;824762.4113;1175988.719;1;1;0;1;1;1;1;1;0;0;1;4974000;25207000;30181000
294273;48.31610973;131.6798453;0;132;824790.0433;1175983.311;1;1;0;1;1;1;1;1;0;1;1;10995000;53044000;64039000
294287;76.64411573;321.8671504;0;322;824805.6726;1175986.922;1;1;0;1;1;1;1;1;0;1;1;26879000;16415000;43294000
160482;54.92174019;184.7677947;0;185;825082.4274;1175838.393;1;1;0;1;1;1;1;1;0;1;1;2103000;28224000;30327000
160473;69.45976459;192.67555;0;193;825117.7466;1175882.211;1;1;0;1;1;1;1;1;0;1;1;23558000;175233000;198791000
160175;58.89652499;142.041507;0;142;825054.1534;1175849.992;1;1;0;1;1;1;1;1;0;1;1;17366000;315111000;332477000
157547;26.94743439;29.24655334;0;29;825060.8621;1175897.805;1;1;0;1;1;1;1;1;0;1;1;3575000;25943000;29518000
160471;43.41837618;93.78728157;0;94;825067.6173;1175840.742;1;1;0;1;1;1;1;1;0;1;1;11468000;0;11468000
160470;42.76839237;91.61691668;0;92;825073.4946;1175839.68;1;1;0;1;1;1;1;1;0;1;1;11201000;87847000;99048000
160481;63.66125163;155.9402169;0;156;825078.7154;1175849.68;1;1;0;1;1;1;1;1;0;1;1;19065000;97133000;116198000
157546;65.1221641;159.9151269;0;160;825079.7053;1175855.633;1;1;0;1;1;1;1;1;0;1;1;19551000;252544000;272095000
157544;48.48863428;72.99504702;0;73;825053.2817;1175889.104;1;1;0;1;1;1;1;1;0;1;1;8924000;51255000;60179000
160190;58.89787704;139.3141967;0;139;825054.6755;1175855.969;1;1;0;1;1;1;1;1;0;1;1;17033000;0;17033000
160302;58.96379782;141.0256433;0;141;825055.4523;1175867.837;1;1;0;1;1;1;1;1;0;1;1;17241000;49888000;67129000
160480;58.68373148;147.5628383;0;148;825055.8906;1175874.062;1;1;0;1;1;1;1;1;0;1;1;18040000;45359000;63399000
157560;69.03351133;267.7173187;0;268;825053.4717;1175841.126;1;1;0;1;1;1;1;1;0;1;1;32730000;0;32730000
160479;68.69714614;178.9043926;0;179;825081.3701;1175861.702;1;1;0;1;1;1;1;1;0;1;1;21874000;53365000;75239000
157543;59.37701269;141.4162366;0;141;825055.1425;1175861.889;1;1;0;1;1;1;1;1;0;1;1;17290000;100190000;117480000
160186;95.85231057;266.5143872;0;266;825109.5716;1175884.585;1;1;0;1;1;1;1;1;0;1;1;32585000;59294000;91879000
157550;113.3103808;695.2489756;0;695;825097.3702;1175881.284;1;1;0;1;1;1;1;1;0;1;1;85002000;114361000;199363000
160184;115.1389337;591.0332052;0;591;825077.718;1175876.629;1;1;0;1;1;1;1;1;0;1;1;72259000;52812000;125071000
161315;40.87941048;84.72861125;0;85;825077.2417;1175895.087;1;1;0;1;1;1;1;1;0;1;1;10358000;44509000;54867000
157542;45.10927026;84.14503617;0;84;825071.358;1175894.857;1;1;0;1;1;1;1;1;0;1;1;3222000;82788000;86010000
160183;37.23152214;85.88638152;0;86;825065.8903;1175897.786;1;1;0;1;1;1;1;1;0;1;1;10501000;51248000;61749000
160181;33.50398645;59.81729012;0;60;825056.6144;1175900.117;1;1;0;1;1;1;1;1;0;1;1;6870000;91205000;98075000
160477;56.16713329;138.3987553;0;138;825048.9653;1175898.346;1;1;0;1;1;1;1;1;0;1;1;16241000;284166000;300407000
157548;78.33340268;233.4320086;0;233;825055.3947;1175881.652;1;1;0;1;1;1;1;1;0;1;1;29228000;167832000;197060000
152828;48.00351982;100.6896691;0;101;825179.9975;1175861.422;1;1;0;1;1;1;1;1;0;1;1;18025000;115807000;133832000
308915;41.51578237;105.6383132;0;106;825171.9396;1175864.706;1;1;0;1;1;1;1;1;0;1;1;18910000;40353000;59263000
278081;34.96473704;68.00620126;0;68;825164.0517;1175864.743;1;0;0;1;1;1;1;1;0;1;1;12175000;4582000;16757000
159426;47.82292367;113.8601745;0;114;825183.6414;1175822.08;1;1;0;1;1;1;1;1;0;1;1;20382000;140252000;160634000
156928;54.38934352;149.3162378;0;149;825183.6408;1175829.229;1;1;0;1;1;1;1;1;0;1;1;26732000;70498000;97230000
156929;64.84630542;187.1983557;0;187;825182.1736;1175837.03;1;1;0;1;1;1;1;1;0;1;1;10744000;37056000;47800000
151540;38.77178639;73.23231047;0;73;825189.0834;1175842.779;1;1;0;1;1;1;1;1;0;1;1;13109000;13512000;26621000
151541;64.7410501;186.0245934;0;186;825184.2424;1175851.705;1;1;0;1;1;1;1;1;0;1;1;33304000;108199000;141503000
152826;46.59490426;133.7270676;0;134;825191.1712;1175859.835;1;1;0;1;1;1;1;1;0;1;1;23938000;114391000;138329000
152829;70.63200517;241.4297684;0;241;825195.2417;1175877.97;1;1;0;1;1;1;1;1;0;1;1;43221000;130879000;174100000
152958;70.80875102;232.6171526;0;233;825186.4169;1175878.844;1;1;0;1;1;1;1;1;0;1;1;41643000;59095000;100738000
158539;63.8702162;199.7061521;0;200;825178.0011;1175881.204;1;1;0;1;1;1;1;1;0;1;1;35752000;74506000;110258000
155054;44.87828819;91.34279476;0;91;825171.4391;1175884.913;1;1;0;1;1;1;1;1;0;1;1;6196000;30613000;36809000
155692;73.38595589;219.1085032;0;219;825165.3467;1175880.96;1;0;0;1;1;1;1;1;0;1;1;39222000;42022000;81244000
278083;55.45562677;197.9879142;0;198;825136.0809;1175889.352;1;1;0;1;1;1;1;1;0;1;1;35442000;136306000;171748000
155687;47.77865819;124.3511613;0;124;825135.6861;1175877.642;1;1;0;1;1;1;1;1;0;1;1;22258000;54188000;76446000
155686;45.84937412;113.4094317;0;113;825134.4274;1175869.047;1;1;0;1;1;1;1;1;0;1;1;20301000;27048000;47349000
155676;35.69055838;61.77889877;0;62;825134.4954;1175862.342;1;0;0;1;1;1;1;1;0;1;1;11060000;5874000;16934000
278085;218.3575217;1958.977111;0;1958;825145.5348;1175852.221;1;0;0;1;1;1;1;1;0;1;1;350694000;275471000;626165000
278082;62.18182775;192.0689805;0;192;825160.982;1175825.317;1;0;0;1;1;1;1;1;0;1;1;14965000;75921000;90886000
155690;36.15734857;80.67499977;0;81;825163.3655;1175840.478;1;0;0;1;1;1;1;1;0;1;1;14444000;0;14444000
278084;48.90142871;144.5964651;0;145;825164.6347;1175851.623;1;0;0;1;1;1;1;1;0;1;1;25886000;9433000;35319000
152827;63.62061027;110.4306022;0;110;825179.101;1175845.439;1;1;0;1;1;1;1;1;0;1;1;19772000;89931000;109703000
155559;56.75220841;134.9147422;0;135;825171.1913;1175823.016;1;1;0;1;1;1;1;1;0;1;1;24151000;28035000;52186000
157934;46.20531266;109.5958756;0;110;825182.5789;1175815.648;1;1;0;1;1;1;1;1;0;1;1;6097000;27012000;33109000
154899;79.73422935;298.0804428;0;298;825206.9535;1175824.626;1;0;0;1;1;1;1;1;0;1;1;64553000;186463000;251016000
160061;68.06138737;234.3497566;0;234;825270.8776;1175870.15;1;0;0;1;1;1;1;1;0;1;1;15226000;0;15226000
157429;67.58908477;210.7070917;0;211;825262.1528;1175871.171;1;0;0;1;1;1;1;1;0;1;1;11501000;144219000;155720000
309825;75.25154854;304.7955582;0;305;825252.1639;1175872.248;1;0;0;1;1;1;1;1;0;1;1;66003000;698626000;764629000
159753;73.18666347;209.1398832;0;209;825220.3537;1175877.436;1;0;0;1;1;1;1;1;0;1;1;45290000;126323000;171613000
256726;26.76086194;46.42851944;0;46;825212.8081;1175885.58;1;1;0;1;1;1;1;1;0;1;1;10055000;71179000;81234000
157069;28.27803894;49.57781253;0;50;825211.7926;1175878.209;1;1;0;1;1;1;1;1;0;1;1;10737000;56247000;66984000
154616;18.65850466;18.45970338;0;18;825211.186;1175872.987;1;1;0;1;1;1;1;1;0;1;1;3997000;12214000;16211000
155689;41.14758744;102.6462019;0;103;825213.2601;1175867.125;1;0;0;1;1;1;1;1;0;1;1;22283000;67870000;90153000
157337;293.6374702;3861.366346;0;3860;825238.3995;1175840.033;1;0;0;1;1;1;1;1;0;1;1;172588000;960399000;1132987000
139897;77.35831505;159.8757331;0;160;825332.4445;1175838.446;1;1;0;1;1;1;1;1;0;1;1;26008000;0;26008000
219818;28.7033423;49.72770735;0;50;825294.8965;1175858.828;1;1;0;1;1;1;1;1;0;1;1;5383000;0;5383000
154762;44.95963534;119.9128764;0;120;825338.358;1175868.76;1;1;0;1;1;1;1;1;0;1;1;25966000;27468000;53434000
38905;74.14237298;194.9084413;0;195;825327.4827;1175806.762;1;1;0;1;1;1;1;1;0;1;1;31711000;57247000;88958000
38902;76.6838513;193.5011374;0;193;825329.3074;1175812.782;1;1;0;1;1;1;1;1;0;1;1;31478000;2823000;34301000
38910;77.02850787;185.2626947;0;185;825331.1784;1175818.516;1;1;0;1;1;1;1;1;0;1;1;134484000;39493000;173977000
38909;98.08021445;505.7446714;0;506;825332.3203;1175828.656;1;1;0;1;1;1;1;1;0;1;1;32519000;14002000;46521000
154773;54.63975444;122.0780253;0;122;825331.8393;1175851.691;1;1;0;1;1;1;1;1;0;1;1;10469000;20778000;31247000
154776;54.30524481;118.3076814;0;118;825337.3312;1175850.957;1;1;0;1;1;1;1;1;0;1;1;25622000;17508000;43130000
149821;39.82867075;79.09531753;0;79;825342.2223;1175846.739;1;1;0;1;1;1;1;1;0;1;1;17128000;59804000;76932000
88644;40.30565545;89.12101599;0;89;825348.0708;1175846.115;1;1;0;1;1;1;1;1;0;1;1;2254000;20037000;22291000
88643;53.11643621;127.5822622;0;128;825351.1581;1175863.212;1;1;0;1;1;1;1;1;0;1;1;2814000;8263000;11077000
88641;54.08093469;127.4606972;0;127;825345.1656;1175864.295;1;1;0;1;1;1;1;1;0;1;1;27605000;128691000;156296000
154772;39.59408633;83.1181086;0;83;825331.0325;1175869.662;1;1;0;1;1;1;1;1;0;1;1;6115000;19759000;25874000
149820;40.47892552;89.37170749;0;89;825324.8101;1175870.44;1;1;0;1;1;1;1;1;0;1;1;19352000;28842000;48194000
154774;100.4847881;386.8168391;0;387;825321.1061;1175857.852;1;1;0;1;1;1;1;1;0;1;1;19706000;0;0
149806;67.13686199;188.186827;0;188;825310.657;1175866.072;1;1;0;1;1;1;1;1;0;1;1;40752000;341083000;381835000
149805;70.13974149;227.3053225;0;227;825302.8527;1175866.918;1;1;0;1;1;1;1;1;0;1;1;15115000;288674000;303789000
88647;47.65999676;105.1734217;0;105;825296.0576;1175872.015;1;1;0;1;1;1;1;1;0;1;1;22774000;53856000;76630000
88646;62.9016685;182.4957503;0;182;825289.0134;1175867.35;1;1;0;1;1;1;1;1;0;1;1;2653000;18577000;21230000
85791;85.16457419;286.4022071;0;286;825300.3571;1175849.661;1;0;0;1;1;1;1;1;0;1;1;13957000;233612000;247569000
38908;166.0234859;1542.760605;0;1542;825295.7852;1175822.956;1;0;0;1;1;1;1;1;0;1;1;39461000;141027000;180488000
85789;57.49459527;170.24575;0;170;825307.053;1175801.877;1;1;0;1;1;1;1;1;0;1;1;27697000;83044000;110741000
85788;43.84357912;100.2729622;0;100;825313.8882;1175797.979;1;1;0;1;1;1;1;1;0;1;1;5744000;55761000;61505000
85786;52.39231499;168.1663553;0;168;825322.5716;1175796.575;1;1;0;1;1;1;1;1;0;1;1;27358000;26427000;53785000
310657;37.27876334;79.98812928;0;80;825331.5989;1175796.781;1;1;0;1;1;1;1;1;0;1;1;1272000;24122000;25394000
88645;37.03461818;74.93221493;0;75;825337.6305;1175795.346;1;1;0;1;1;1;1;1;0;1;1;12190000;51533000;63723000
82993;46.92181387;75.81165161;0;76;825375.8785;1175865.665;1;1;0;1;1;1;1;1;0;1;1;9271000;55390000;64661000
157470;41.21615031;84.29277126;0;84;825369.0944;1175860.129;1;1;0;1;1;1;1;1;0;1;1;3354000;14927000;18281000
279047;35.69788987;54.67892651;0;55;825388.8616;1175839.116;1;1;0;1;1;1;1;1;0;1;1;6685000;38702000;45387000
279046;44.96879519;113.7674725;0;114;825394.5485;1175837.594;1;1;0;1;1;1;1;1;0;1;1;13908000;169611000;183519000
82992;41.03416836;91.32367523;0;91;825378.457;1175842.186;1;1;0;1;1;1;1;1;0;1;1;11166000;43886000;55052000
149559;38.08631902;74.86984605;0;75;825384.2471;1175840.188;1;1;0;1;1;1;1;1;0;1;1;9154000;56180000;65334000
149103;51.08167277;148.0525464;0;148;825416.6099;1175830.75;1;1;0;1;1;1;1;1;0;1;1;18101000;124784000;142885000
152136;44.24894962;94.47949972;0;94;825423.2803;1175827.517;1;1;0;1;1;1;1;1;0;1;1;11551000;26127000;37678000
156505;43.66176643;95.47284056;0;95;825428.7569;1175825.276;1;1;0;1;1;1;1;1;0;1;1;11672000;56302000;67974000
160141;42.63400386;91.69637878;0;92;825434.3266;1175822.954;1;1;0;1;1;1;1;1;0;1;1;11212000;33980000;45192000
152463;40.23177812;81.26261381;0;81;825439.4274;1175820.017;1;1;0;1;1;1;1;1;0;1;1;9935000;68689000;78624000
152462;31.72943133;58.35438458;0;58;825445.0541;1175818.139;1;1;0;1;1;1;1;1;0;1;1;7135000;39900000;47035000
152525;32.95391445;67.16086251;0;67;825451.9926;1175815.582;1;1;0;1;1;1;1;1;0;1;1;2339000;18361000;20700000
257688;160.9372077;1433.1678;0;1433;825452.2353;1175836.119;1;1;0;1;1;1;1;1;0;1;1;175219000;52431000;227650000
154763;78.16051938;305.2664181;0;305;825426.8296;1175850.22;1;1;0;1;1;1;1;1;0;1;1;37322000;42515000;79837000
157432;107.9382407;383.1142687;0;383;825414.808;1175848.997;1;1;0;1;1;1;1;1;0;1;1;46841000;183004000;229845000
279044;109.1125455;348.5900723;0;348;825404.9324;1175846.779;1;1;0;1;1;1;1;1;0;1;1;14407000;152837000;167244000
279045;72.02390732;219.3499197;0;219;825398.2767;1175856.637;1;1;0;1;1;1;1;1;0;1;1;26816000;32952000;59768000
279043;55.58111804;90.60782148;0;91;825391.9658;1175858.335;1;1;0;1;1;1;1;1;0;1;1;11077000;56700000;67777000
82990;59.53470717;142.4784962;0;142;825387.0827;1175858.672;1;1;0;1;1;1;1;1;0;1;1;17420000;202220000;219640000
82991;57.17454114;137.8597692;0;138;825381.0841;1175859.837;1;1;0;1;1;1;1;1;0;1;1;11590000;32816000;44406000
149953;41.21952943;80.64245884;0;81;825368.5303;1175867.936;1;1;0;1;1;1;1;1;0;1;1;1438000;34600000;36038000
82989;40.40476781;87.36499398;0;87;825369.8797;1175853.308;1;1;0;1;1;1;1;1;0;1;1;5172000;18005000;23177000
156502;39.83219948;85.50229825;0;85;825369.0863;1175847.08;1;1;0;1;1;1;1;1;0;1;1;3597000;21147000;24744000
157286;39.77532067;87.13832073;0;87;825368.1006;1175840.76;1;1;0;1;1;1;1;1;0;1;1;2813000;7544000;10357000
159932;43.37542911;90.75723532;0;91;825365.0122;1175834.936;1;1;0;1;1;1;1;1;0;1;1;11097000;7623000;18720000
155407;36.69026346;70.53008789;0;71;825598.2075;1175764.515;1;1;0;1;1;1;1;1;0;1;1;7129000;23812000;30941000
149960;36.90174402;73.51799953;0;73;825604.2615;1175774.562;1;1;0;1;1;1;1;1;0;1;1;7429000;23084000;30513000
155406;41.75775327;84.13827071;0;84;825598.5929;1175775.628;1;1;0;1;1;1;1;1;0;1;1;2952000;19504000;22456000
154671;42.66893917;96.40721771;0;96;825592.9263;1175777.588;1;1;0;1;1;1;1;1;0;1;1;9745000;58675000;68420000
155418;73.72336259;208.4675303;0;208;825585.5224;1175778.022;1;1;0;1;1;1;1;1;0;1;1;21068000;82212000;103280000
155410;45.23792607;113.8111344;0;114;825578.1361;1175781.665;1;1;0;1;1;1;1;1;0;1;1;11503000;54244000;65747000
278674;54.64605516;163.4424923;0;163;825570.2896;1175785.298;1;1;0;1;1;1;1;1;0;1;1;11101000;36687000;47788000
310405;54.81333045;155.1270423;0;155;825562.1594;1175790.429;1;1;0;1;1;1;1;1;0;1;1;15676000;50665000;66341000
155494;48.24132231;126.4072885;0;126;825555.4757;1175795.678;1;1;0;1;1;1;1;1;0;1;1;4312000;24697000;29009000
155493;41.88581315;98.42123288;0;98;825548.2899;1175798.614;1;1;0;1;1;1;1;1;0;1;1;9947000;235889000;245836000
155492;38.86217997;83.60787131;0;84;825541.5343;1175787.448;1;1;0;1;1;1;1;1;0;1;1;2746000;18003000;20749000
155497;39.21568398;86.26213788;0;86;825546.7964;1175783.55;1;1;0;1;1;1;1;1;0;1;1;8716000;18302000;27018000
155490;46.72134232;135.6134112;0;136;825554.2459;1175778.661;1;1;0;1;1;1;1;1;0;1;1;7950000;16407000;24357000
275385;46.18335893;123.5814768;0;124;825563.5974;1175773.172;1;1;0;1;1;1;1;1;0;1;1;12490000;27076000;39566000
155405;43.96854122;108.8210423;0;109;825572.2022;1175768.569;1;1;0;1;1;1;1;1;0;1;1;5931000;20133000;26064000
155412;40.34807104;97.6626945;0;98;825578.904;1175763.914;1;1;0;1;1;1;1;1;0;1;1;9870000;39042000;48912000
155413;40.39383386;97.81061165;0;98;825586.1698;1175760.393;1;1;0;1;1;1;1;1;0;1;1;6052000;16946000;22998000
155409;39.38549733;98.98506971;0;99;825594.0119;1175757.337;1;1;0;1;1;1;1;1;0;1;1;10004000;60150000;70154000
155377;31.54064145;61.90154139;0;62;825643.6425;1175745.004;1;1;0;1;1;1;1;1;0;1;1;3055000;15843000;18898000
155376;30.48153553;57.94279152;0;58;825647.0918;1175751.952;1;1;0;1;1;1;1;1;0;1;1;1756000;59171000;60927000
155367;47.68944805;127.201656;0;127;825638.1378;1175751.642;1;1;0;1;1;1;1;1;0;1;1;12856000;91084000;103940000
156710;40.50941764;70.64468731;0;71;825632.5076;1175754.378;1;1;0;1;1;1;1;1;0;1;1;7137000;50790000;57927000
157477;43.8680606;78.97755244;0;79;825628.7078;1175756.967;1;1;0;1;1;1;1;1;0;1;1;2949000;19332000;22281000
155383;50.90227251;140.6640797;0;141;825623.191;1175760.154;1;1;0;1;1;1;1;1;0;1;1;5782000;36355000;42137000
153524;41.1545551;107.2936956;0;107;825617.089;1175768.087;1;1;0;1;1;1;1;1;0;1;1;10843000;61120000;71963000
155381;34.35795375;71.33968384;0;71;825613.0837;1175760.125;1;1;0;1;1;1;1;1;0;1;1;7210000;74806000;82016000
155385;44.40473086;121.2257713;0;121;825608.8313;1175751.295;1;1;0;1;1;1;1;1;0;1;1;2079000;13941000;16020000
155384;40.67796077;102.1267833;0;102;825617.4724;1175747.089;1;1;0;1;1;1;1;1;0;1;1;5131000;21543000;26674000
151396;37.46381635;86.21921435;0;86;825625.1669;1175743.321;1;1;0;1;1;1;1;1;0;1;1;8712000;21966000;30678000
155379;34.94334947;75.61993024;0;76;825632.7076;1175740.222;1;1;0;1;1;1;1;1;0;1;1;7643000;53440000;61083000
155368;32.95463828;67.35992457;0;67;825640.2445;1175737.508;1;1;0;1;1;1;1;1;0;1;1;2119000;22232000;24351000
269475;41.27834615;96.19174439;0;96;825707.3374;1175734.799;1;1;0;1;1;1;1;1;0;1;1;3224000;21839000;25063000
269480;41.97491123;103.4889882;0;103;825700.1358;1175736.997;1;1;0;1;1;1;1;1;0;1;1;10460000;49616000;60076000
157409;41.8994113;101.0779641;0;101;825692.2381;1175738.844;1;1;0;1;1;1;1;1;0;1;1;10213000;21983000;32196000
157415;42.41328497;102.7557662;0;103;825684.4388;1175740.416;1;1;0;1;1;1;1;1;0;1;1;10385000;22445000;32830000
159710;39.83036097;87.8474334;0;88;825676.7133;1175741.589;1;1;0;1;1;1;1;1;0;1;1;5016000;23029000;28045000
157216;38.46780534;86.55161333;0;87;825669.4132;1175743.32;1;1;0;1;1;1;1;1;0;1;1;2974000;25220000;28194000
258043;39.21679912;92.71060599;0;93;825661.5239;1175744.659;1;1;0;1;1;1;1;1;0;1;1;9369000;60305000;69674000
151680;39.75858559;94.35902852;0;94;825657.3173;1175733.989;1;1;0;1;1;1;1;1;0;1;1;9538000;70758000;80296000
151875;42.18910429;104.0931433;0;104;825665.1179;1175731.796;1;1;0;1;1;1;1;1;0;1;1;4214000;31730000;35944000
157215;40.95365166;93.03378435;0;93;825672.2424;1175729.445;1;1;0;1;1;1;1;1;0;1;1;9402000;72338000;81740000
157420;40.38221214;97.30616347;0;97;825679.811;1175728.652;1;1;0;1;1;1;1;1;0;1;1;3393000;20552000;23945000
157417;41.33970263;98.30802259;0;98;825687.5569;1175727.001;1;1;0;1;1;1;1;1;0;1;1;9935000;46571000;56506000
269488;42.20609478;103.4955462;0;103;825695.1133;1175725.121;1;1;0;1;1;1;1;1;0;1;1;3951000;28032000;31983000
269486;39.11431152;88.55261161;0;89;825702.4053;1175722.833;1;1;0;1;1;1;1;1;0;1;1;3137000;62243000;65380000
154076;465.9654463;7276.633837;0;7278;825836.3554;1175827.818;1;0;1;1;1;1;1;1;0;0;1;41000;3312000;3353000
309201;221.422191;416.6331481;0;414;825811.4119;1175826.026;1;1;1;1;1;1;1;1;0;1;1;50683000;0;50683000
154767;358.6307771;2735.722629;0;2735;825874.9085;1175820.003;1;0;1;1;1;1;1;1;0;0;1;301024000;0;301024000
154766;145.7336675;1025.374884;0;1025;825952.6593;1175737.319;1;0;0;1;0;1;1;1;0;0;1;125362000;391369000;516731000
